  3.6636  -12.7000   0.997
  0.0000  -12.6000   2.057
  3.7344  -12.6000   1.000
  4.0173  -12.6000   2.057
  3.8051  -12.4000   1.005
  3.8758  -12.4000   1.013
  3.9466  -12.4000   1.023
  0.0707  -12.3000   1.025
  2.9846  -12.2000   1.000
  0.1415  -12.0000   1.022
  0.2122  -11.7000   1.018
  2.9233  -11.7000   0.999
  0.2830  -11.3000   1.014
  2.8620  -11.2000   0.996
  0.3537  -10.9000   1.010
  2.8008  -10.7000   0.993
  0.0000  -10.5000   0.939
  0.0707  -10.5000   0.940
  0.4245  -10.5000   1.005
  4.0173  -10.5000   0.939
  3.9466  -10.4000   0.941
  0.1415  -10.3000   0.943
  2.7395  -10.2000   0.989
  3.8758  -10.2000   0.947
  0.4952  -10.1000   1.001
  0.2122  -10.0000   0.944
  0.2830   -9.7000   0.944
  0.5660   -9.7000   0.996
  3.8051   -9.7000   0.950
  2.6782   -9.6000   0.985
  0.3537   -9.3000   0.944
  0.6367   -9.2000   0.991
  3.7344   -9.2000   0.951
  2.6170   -9.1000   0.981
  0.4245   -8.9000   0.943
  0.7075   -8.8000   0.985
  3.6636   -8.7000   0.948
  0.4952   -8.6000   0.941
  2.5557   -8.5000   0.976
  0.7782   -8.3000   0.980
  3.5929   -8.2000   0.944
  0.5660   -8.1000   0.939
  2.4944   -8.0000   0.971
  0.8490   -7.8000   0.974
  0.6367   -7.7000   0.937
  3.5221   -7.7000   0.939
  1.6272   -7.6000   0.957
  1.6979   -7.6000   0.957
  1.6979   -7.6000   0.957
  1.7592   -7.6000   0.957
  1.8205   -7.6000   0.957
  1.4857   -7.5000   0.957
  1.5564   -7.5000   0.957
  1.8817   -7.5000   0.957
  1.4149   -7.4000   0.957
  1.9430   -7.4000   0.957
  2.4332   -7.4000   0.966
  0.7075   -7.3000   0.935
  0.9197   -7.3000   0.968
  2.0043   -7.3000   0.957
  3.4514   -7.3000   0.934
  1.3442   -7.2000   0.957
  2.0655   -7.2000   0.957
  1.2734   -7.0000   0.956
  2.1268   -7.0000   0.956
  2.3719   -6.9000   0.961
  3.3806   -6.9000   0.929
  0.7782   -6.8000   0.932
  1.2027   -6.8000   0.956
  2.1881   -6.8000   0.956
  0.9905   -6.7000   0.962
  3.3099   -6.7000   0.924
  1.1320   -6.6000   0.956
  2.2493   -6.6000   0.956
  3.2391   -6.5000   0.921
  0.8490   -6.4000   0.930
  2.3106   -6.4000   0.955
  3.0458   -6.4000   0.920
  3.1071   -6.4000   0.920
  3.1684   -6.4000   0.920
  3.1684   -6.4000   0.920
  1.0612   -6.3000   0.955
  2.3106   -6.3000   0.955
  2.9846   -6.3000   0.920
  1.0612   -6.2000   0.956
  2.3719   -6.2000   0.955
  2.8620   -6.2000   0.919
  2.9233   -6.2000   0.920
  0.9197   -6.0000   0.927
  0.9905   -6.0000   0.955
  2.8008   -6.0000   0.919
  2.4332   -5.9000   0.955
  2.7395   -5.9000   0.919
  2.2493   -5.8000   0.950
  2.6782   -5.8000   0.919
  0.9197   -5.7000   0.954
  1.1320   -5.7000   0.950
  0.9905   -5.6000   0.925
  2.4944   -5.6000   0.954
  2.6170   -5.6000   0.918
  2.5557   -5.4000   0.918
  0.8490   -5.3000   0.954
  2.1881   -5.3000   0.944
  2.5557   -5.3000   0.953
  1.2027   -5.2000   0.943
  2.4944   -5.2000   0.918
  1.0612   -5.1000   0.922
  2.4332   -5.0000   0.917
  2.6170   -5.0000   0.953
  0.7782   -4.9000   0.953
  2.1268   -4.9000   0.938
  2.3719   -4.8000   0.917
  1.1320   -4.7000   0.920
  1.2734   -4.7000   0.937
  2.3106   -4.6000   0.916
  2.6782   -4.6000   0.952
  0.7075   -4.5000   0.952
  1.2027   -4.4000   0.918
  2.0655   -4.4000   0.932
  2.2493   -4.4000   0.916
  1.3442   -4.3000   0.930
  2.7395   -4.3000   0.951
  2.1881   -4.2000   0.915
  0.6367   -4.1000   0.951
  1.2734   -4.0000   0.916
  2.0043   -4.0000   0.927
  1.4149   -3.9000   0.924
  2.1268   -3.9000   0.914
  2.8008   -3.9000   0.950
  1.3442   -3.8000   0.914
  0.5660   -3.7000   0.950
  1.9430   -3.7000   0.922
  2.0655   -3.7000   0.914
  2.8620   -3.6000   0.949
  1.4149   -3.5000   0.913
  1.4857   -3.5000   0.919
  2.0043   -3.5000   0.913
  1.8817   -3.4000   0.917
  1.9430   -3.4000   0.912
  1.4857   -3.3000   0.912
  1.5564   -3.3000   0.915
  0.4952   -3.2000   0.949
  1.5564   -3.2000   0.911
  1.8205   -3.2000   0.914
  1.8817   -3.2000   0.912
  2.9233   -3.2000   0.948
  1.6272   -3.1000   1.823
  1.7592   -3.1000   1.823
  1.8205   -3.1000   0.911
  1.6979   -3.0000   1.822
  1.6979   -3.0000   1.822
  2.9846   -2.9000   0.947
  0.4245   -2.7000   0.948
  3.0458   -2.6000   0.946
  3.1071   -2.4000   0.945
  3.1684   -2.4000   0.945
  3.1684   -2.4000   0.945
  0.3537   -2.3000   0.947
  3.2391   -2.3000   0.945
  3.3099   -2.3000   0.945
  3.3806   -2.2000   0.944
  3.4514   -2.1000   0.944
  3.5221   -1.9000   0.944
  0.2830   -1.8000   0.945
  3.5929   -1.8000   0.944
  3.6636   -1.5000   0.943
  0.2122   -1.3000   0.944
  3.7344   -1.3000   0.943
  3.8051   -1.0000   0.943
  0.1415   -0.8000   0.943
  3.8758   -0.7000   0.942
  0.0707   -0.4000   0.942
  3.9466   -0.4000   0.942
  0.0000    0.0000   1.882
  4.0173    0.0000   1.882
  0.0707    0.4000   0.940
  3.9466    0.4000   0.940
  3.8758    0.7000   0.940
  0.1415    0.8000   0.939
  3.8051    0.9000   0.941
  3.7344    1.2000   0.941
  0.2122    1.3000   0.938
  3.6636    1.3000   0.942
  3.5221    1.5000   0.945
  3.5929    1.5000   0.943
  3.3806    1.6000   0.947
  3.4514    1.6000   0.946
  3.1684    1.7000   0.948
  3.1684    1.7000   0.948
  3.2391    1.7000   0.948
  3.3099    1.7000   0.947
  0.2830    1.8000   0.937
  3.1071    1.8000   0.948
  3.0458    2.0000   0.946
  0.3537    2.3000   0.936
  2.9846    2.3000   0.945
  0.4245    2.8000   0.935
  2.9233    2.8000   0.943
  1.5564    3.3000   1.003
  1.6272    3.3000   1.003
  1.6979    3.3000   1.003
  1.6979    3.3000   1.003
  1.7592    3.3000   1.003
  1.8205    3.3000   1.003
  2.8620    3.3000   0.941
  0.4952    3.4000   0.933
  1.4857    3.4000   1.003
  1.8817    3.4000   1.003
  1.9430    3.5000   1.003
  1.4149    3.6000   1.002
  2.0043    3.6000   1.002
  1.3442    3.7000   1.002
  2.0655    3.8000   1.002
  2.8008    3.8000   0.938
  0.5660    3.9000   0.932
  1.2734    3.9000   1.002
  2.1268    3.9000   1.002
  2.1881    4.1000   1.002
  1.2027    4.2000   1.002
  1.5564    4.2000   0.997
  1.6272    4.2000   0.997
  1.6979    4.2000   0.997
  1.6979    4.2000   0.997
  1.7592    4.2000   0.997
  1.8205    4.2000   0.997
  1.4857    4.3000   0.997
  1.8817    4.3000   0.997
  2.7395    4.3000   0.936
  1.1320    4.4000   1.002
  1.9430    4.4000   0.997
  2.2493    4.4000   1.002
  0.6367    4.5000   0.930
  1.4149    4.5000   0.997
  2.0043    4.5000   0.997
  1.3442    4.6000   0.997
  1.6272    4.6000   1.001
  1.6979    4.6000   1.001
  1.6979    4.6000   1.001
  1.7592    4.6000   1.001
  2.3106    4.6000   1.002
  1.5564    4.7000   1.001
  1.8205    4.7000   1.001
  1.8817    4.7000   1.001
  2.0655    4.7000   0.997
  1.0612    4.8000   1.002
  1.2734    4.8000   0.997
  1.4857    4.8000   1.001
  1.9430    4.8000   1.001
  2.1268    4.8000   0.997
  1.4149    4.9000   1.001
  2.3719    4.9000   1.001
  2.6782    4.9000   0.934
  2.0043    5.0000   1.001
  2.1881    5.0000   0.997
